ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
215069_at,8.74E-01,6.75E-01,-4.21E-01,-6.35913,-7.19E-02,NMT2,N-myristoyltransferase 2
215296_at,8.74E-01,6.75E-01,-4.21E-01,-6.35915,-5.82E-02,CDC42BPA,CDC42 binding protein kinase alpha
218301_at,8.74E-01,6.75E-01,-4.21E-01,-6.35918,-6.36E-02,RNPEPL1,arginyl aminopeptidase like 1
203758_at,8.74E-01,6.75E-01,4.20E-01,-6.35922,5.65E-02,CTSO,cathepsin O
204188_s_at,8.74E-01,6.75E-01,-4.20E-01,-6.35923,-6.45E-02,RARG,retinoic acid receptor gamma
216484_x_at,8.75E-01,6.75E-01,4.20E-01,-6.35929,6.99E-02,,
214298_x_at,8.75E-01,6.75E-01,4.20E-01,-6.35932,5.16E-02,sep-06,septin 6
212213_x_at,8.75E-01,6.76E-01,4.20E-01,-6.35946,5.54E-02,OPA1,"OPA1, mitochondrial dynamin like GTPase"
205879_x_at,8.75E-01,6.76E-01,-4.20E-01,-6.35948,-6.11E-02,RET,ret proto-oncogene
216447_at,8.75E-01,6.76E-01,4.20E-01,-6.35951,7.79E-02,,
205509_at,8.75E-01,6.76E-01,4.20E-01,-6.35955,1.25E-01,CPB1,carboxypeptidase B1
214873_at,8.75E-01,6.76E-01,4.20E-01,-6.35957,9.79E-02,LRP5L,LDL receptor related protein 5 like
219820_at,8.75E-01,6.76E-01,-4.19E-01,-6.35965,-7.48E-02,SLC6A16,solute carrier family 6 member 16
211825_s_at,8.75E-01,6.76E-01,-4.19E-01,-6.35969,-7.21E-02,FLI1,"Fli-1 proto-oncogene, ETS transcription factor"
216171_at,8.75E-01,6.76E-01,-4.19E-01,-6.35979,-5.88E-02,,
211845_at,8.76E-01,6.77E-01,-4.19E-01,-6.35993,-8.70E-02,NECTIN1,nectin cell adhesion molecule 1
206499_s_at,8.76E-01,6.77E-01,-4.19E-01,-6.35997,-1.01E-01,RCC1,regulator of chromosome condensation 1
211789_s_at,8.76E-01,6.77E-01,-4.19E-01,-6.36001,-6.51E-02,MLXIP,MLX interacting protein
33814_at,8.76E-01,6.77E-01,-4.19E-01,-6.36002,-4.27E-02,PAK4,p21 (RAC1) activated kinase 4
220807_at,8.76E-01,6.77E-01,-4.19E-01,-6.36003,-6.91E-02,HBQ1,hemoglobin subunit theta 1
207923_x_at,8.76E-01,6.77E-01,4.19E-01,-6.36003,1.10E-01,PAX8,paired box 8
203661_s_at,8.76E-01,6.77E-01,-4.18E-01,-6.36011,-5.41E-02,TMOD1,tropomodulin 1
215010_s_at,8.76E-01,6.77E-01,4.18E-01,-6.36012,8.67E-02,BRSK2,BR serine/threonine kinase 2
216552_x_at,8.76E-01,6.77E-01,-4.18E-01,-6.36014,-6.15E-02,KIR2DS4,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4"
205182_s_at,8.76E-01,6.77E-01,-4.18E-01,-6.36015,-4.89E-02,ZNF324,zinc finger protein 324
220881_at,8.76E-01,6.77E-01,4.18E-01,-6.36021,5.69E-02,,
209679_s_at,8.76E-01,6.77E-01,-4.18E-01,-6.36023,-9.08E-02,SMAGP,small cell adhesion glycoprotein
216577_at,8.76E-01,6.77E-01,-4.18E-01,-6.36026,-6.58E-02,,
204080_at,8.76E-01,6.77E-01,4.18E-01,-6.3603,6.48E-02,TOE1,"target of EGR1, member 1 (nuclear)"
216374_at,8.76E-01,6.77E-01,4.18E-01,-6.3603,6.23E-02,,
222253_s_at,8.76E-01,6.77E-01,-4.18E-01,-6.36036,-9.16E-02,POM121L9P,"POM121 transmembrane nucleoporin like 9, pseudogene"
202067_s_at,8.76E-01,6.77E-01,-4.18E-01,-6.36038,-5.55E-02,LDLR,low density lipoprotein receptor
207687_at,8.76E-01,6.77E-01,4.18E-01,-6.36039,6.89E-02,INHBC,inhibin beta C subunit
210030_at,8.76E-01,6.77E-01,-4.18E-01,-6.36042,-7.45E-02,DOHH,deoxyhypusine hydroxylase/monooxygenase
217985_s_at,8.76E-01,6.78E-01,4.17E-01,-6.36053,5.92E-02,BAZ1A,bromodomain adjacent to zinc finger domain 1A
217252_at,8.76E-01,6.78E-01,-4.17E-01,-6.36055,-6.57E-02,,
213368_x_at,8.76E-01,6.78E-01,4.17E-01,-6.3606,6.12E-02,PPFIA3,PTPRF interacting protein alpha 3
215549_x_at,8.76E-01,6.78E-01,4.17E-01,-6.36062,6.10E-02,CTAGE8///CTAGE4///CTAGE9,CTAGE family member 8///CTAGE family member 4///CTAGE family member 9
214526_x_at,8.76E-01,6.78E-01,4.17E-01,-6.36064,5.88E-02,PMS2P1,"PMS1 homolog 2, mismatch repair system component pseudogene 1"
204007_at,8.76E-01,6.78E-01,4.17E-01,-6.36065,6.61E-02,FCGR3B,Fc fragment of IgG receptor IIIb
206881_s_at,8.76E-01,6.78E-01,4.17E-01,-6.36072,6.34E-02,LILRA3,leukocyte immunoglobulin like receptor A3
212800_at,8.76E-01,6.78E-01,4.17E-01,-6.36076,7.86E-02,STX6,syntaxin 6
207603_at,8.76E-01,6.78E-01,-4.17E-01,-6.36081,-8.38E-02,SLC4A7,solute carrier family 4 member 7
206248_at,8.76E-01,6.78E-01,4.17E-01,-6.36081,7.24E-02,PRKCE,protein kinase C epsilon
212198_s_at,8.76E-01,6.78E-01,4.17E-01,-6.36082,8.38E-02,TM9SF4,transmembrane 9 superfamily member 4
211098_x_at,8.76E-01,6.78E-01,-4.17E-01,-6.36083,-8.39E-02,TMCO1,transmembrane and coiled-coil domains 1
221420_at,8.76E-01,6.78E-01,4.16E-01,-6.36089,1.02E-01,,
208441_at,8.76E-01,6.78E-01,4.16E-01,-6.36094,5.75E-02,IGF1R,insulin like growth factor 1 receptor
215206_at,8.76E-01,6.78E-01,4.16E-01,-6.36095,5.93E-02,,
219598_s_at,8.76E-01,6.78E-01,-4.16E-01,-6.36097,-5.63E-02,RWDD1,RWD domain containing 1
217581_at,8.76E-01,6.78E-01,-4.16E-01,-6.36099,-6.54E-02,,
210142_x_at,8.76E-01,6.78E-01,4.16E-01,-6.361,7.00E-02,FLOT1,flotillin 1
203504_s_at,8.76E-01,6.79E-01,-4.16E-01,-6.36105,-5.61E-02,ABCA1,ATP binding cassette subfamily A member 1
221485_at,8.76E-01,6.79E-01,4.16E-01,-6.36108,1.09E-01,B4GALT5,"beta-1,4-galactosyltransferase 5"
218852_at,8.76E-01,6.79E-01,-4.16E-01,-6.36118,-8.59E-02,PPP2R3C,protein phosphatase 2 regulatory subunit B''gamma
217348_x_at,8.76E-01,6.79E-01,-4.16E-01,-6.36119,-6.87E-02,ARHGEF15,Rho guanine nucleotide exchange factor 15
216512_s_at,8.76E-01,6.79E-01,4.16E-01,-6.36119,6.79E-02,DCT,dopachrome tautomerase
206168_at,8.76E-01,6.79E-01,-4.16E-01,-6.36119,-8.23E-02,ZC3H7B,zinc finger CCCH-type containing 7B
209445_x_at,8.76E-01,6.79E-01,4.16E-01,-6.3612,5.78E-02,COA1,cytochrome c oxidase assembly factor 1 homolog
213676_at,8.76E-01,6.79E-01,4.16E-01,-6.36123,6.74E-02,TMEM151B,transmembrane protein 151B
210617_at,8.76E-01,6.79E-01,-4.15E-01,-6.36127,-8.22E-02,PHEX,"phosphate regulating endopeptidase homolog, X-linked"
218164_at,8.76E-01,6.79E-01,4.15E-01,-6.36129,6.08E-02,SPATA20,spermatogenesis associated 20
218536_at,8.76E-01,6.79E-01,4.15E-01,-6.36129,7.07E-02,MRS2,"MRS2, magnesium transporter"
208219_at,8.76E-01,6.79E-01,-4.15E-01,-6.36133,-6.19E-02,ACVR1B,activin A receptor type 1B
206803_at,8.76E-01,6.79E-01,-4.15E-01,-6.36133,-6.71E-02,PDYN,prodynorphin
204888_s_at,8.76E-01,6.79E-01,-4.15E-01,-6.36133,-5.63E-02,NEURL1,neuralized E3 ubiquitin protein ligase 1
203779_s_at,8.76E-01,6.79E-01,4.15E-01,-6.36136,6.35E-02,MPZL2,myelin protein zero like 2
212047_s_at,8.76E-01,6.79E-01,-4.15E-01,-6.36136,-6.65E-02,RNF167,ring finger protein 167
210176_at,8.76E-01,6.79E-01,4.15E-01,-6.36139,8.81E-02,TLR1,toll like receptor 1
205372_at,8.76E-01,6.79E-01,-4.15E-01,-6.36142,-1.13E-01,PLAG1,PLAG1 zinc finger
201127_s_at,8.76E-01,6.79E-01,-4.15E-01,-6.3615,-8.34E-02,ACLY,ATP citrate lyase
203238_s_at,8.76E-01,6.79E-01,4.15E-01,-6.36151,7.63E-02,NOTCH3,notch 3
206239_s_at,8.76E-01,6.79E-01,-4.15E-01,-6.36157,-1.07E-01,SPINK1,"serine peptidase inhibitor, Kazal type 1"
209692_at,8.76E-01,6.80E-01,-4.15E-01,-6.36159,-6.46E-02,EYA2,EYA transcriptional coactivator and phosphatase 2
214964_at,8.76E-01,6.80E-01,4.15E-01,-6.3616,5.99E-02,,
213172_at,8.77E-01,6.80E-01,4.14E-01,-6.36175,8.32E-02,TTC9,tetratricopeptide repeat domain 9
216461_at,8.77E-01,6.80E-01,4.14E-01,-6.36176,8.33E-02,,
203119_at,8.77E-01,6.80E-01,4.14E-01,-6.36185,7.49E-02,CCDC86,coiled-coil domain containing 86
214894_x_at,8.77E-01,6.80E-01,-4.14E-01,-6.36203,-4.85E-02,MACF1,microtubule-actin crosslinking factor 1
204766_s_at,8.77E-01,6.80E-01,4.14E-01,-6.36206,6.29E-02,NUDT1,nudix hydrolase 1
216890_at,8.77E-01,6.81E-01,-4.13E-01,-6.36222,-5.66E-02,,
219949_at,8.77E-01,6.81E-01,4.13E-01,-6.36223,9.11E-02,LRRC2,leucine rich repeat containing 2
217344_at,8.77E-01,6.81E-01,4.13E-01,-6.36223,7.02E-02,,
207531_at,8.77E-01,6.81E-01,-4.13E-01,-6.36224,-9.47E-02,CRYGC,crystallin gamma C
203080_s_at,8.77E-01,6.81E-01,4.13E-01,-6.3623,9.53E-02,BAZ2B,bromodomain adjacent to zinc finger domain 2B
52975_at,8.78E-01,6.81E-01,-4.13E-01,-6.36243,-6.75E-02,MVB12B,multivesicular body subunit 12B
214445_at,8.78E-01,6.81E-01,4.13E-01,-6.36246,8.57E-02,ELL2,elongation factor for RNA polymerase II 2
220035_at,8.78E-01,6.81E-01,-4.12E-01,-6.36251,-8.24E-02,NUP210,nucleoporin 210
35147_at,8.78E-01,6.81E-01,4.12E-01,-6.36251,4.73E-02,MCF2L,MCF.2 cell line derived transforming sequence like
205719_s_at,8.78E-01,6.81E-01,-4.12E-01,-6.36254,-9.37E-02,LOC101929036///PAH,uncharacterized LOC101929036///phenylalanine hydroxylase
200066_at,8.78E-01,6.81E-01,4.12E-01,-6.36258,9.67E-02,IK,"IK cytokine, down-regulator of HLA II"
208044_s_at,8.78E-01,6.81E-01,4.12E-01,-6.3626,6.68E-02,PPARD,peroxisome proliferator activated receptor delta
210512_s_at,8.78E-01,6.81E-01,-4.12E-01,-6.36264,-9.45E-02,VEGFA,vascular endothelial growth factor A
205305_at,8.78E-01,6.82E-01,-4.12E-01,-6.36272,-8.39E-02,FGL1,fibrinogen like 1
208389_s_at,8.78E-01,6.82E-01,-4.12E-01,-6.3628,-6.32E-02,SLC1A2,solute carrier family 1 member 2
210633_x_at,8.78E-01,6.82E-01,-4.12E-01,-6.36281,-9.25E-02,KRT10,keratin 10
204752_x_at,8.78E-01,6.82E-01,-4.12E-01,-6.36283,-4.58E-02,PARP2,poly(ADP-ribose) polymerase 2
206176_at,8.78E-01,6.82E-01,-4.12E-01,-6.36286,-6.60E-02,BMP6,bone morphogenetic protein 6
216008_s_at,8.78E-01,6.82E-01,-4.12E-01,-6.36287,-7.41E-02,ARIH2,ariadne RBR E3 ubiquitin protein ligase 2
215765_at,8.78E-01,6.82E-01,-4.11E-01,-6.36293,-5.77E-02,LRRC41,leucine rich repeat containing 41
210644_s_at,8.78E-01,6.82E-01,-4.11E-01,-6.36303,-9.55E-02,LAIR1,leukocyte associated immunoglobulin like receptor 1
220103_s_at,8.78E-01,6.82E-01,4.11E-01,-6.36309,8.42E-02,MRPS18C,mitochondrial ribosomal protein S18C
212999_x_at,8.78E-01,6.82E-01,4.11E-01,-6.3631,1.51E-01,LOC101060835///HLA-DQB1,"HLA class II histocompatibility antigen, DQ beta 1 chain-like///major histocompatibility complex, class II, DQ beta 1"
205961_s_at,8.78E-01,6.82E-01,4.11E-01,-6.36315,8.02E-02,PSIP1,PC4 and SFRS1 interacting protein 1
203056_s_at,8.78E-01,6.82E-01,4.11E-01,-6.36315,5.30E-02,PRDM2,PR/SET domain 2
211856_x_at,8.78E-01,6.82E-01,4.11E-01,-6.36315,7.03E-02,CD28,CD28 molecule
212516_at,8.78E-01,6.82E-01,4.11E-01,-6.36318,6.66E-02,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
208567_s_at,8.78E-01,6.82E-01,4.11E-01,-6.36319,5.95E-02,LOC100996843///KCNJ18///KCNJ12,ATP-sensitive inward rectifier potassium channel 12-like///potassium voltage-gated channel subfamily J member 18///potassium voltage-gated channel subfamily J member 12
216087_at,8.78E-01,6.82E-01,4.11E-01,-6.36323,5.55E-02,,
220213_at,8.78E-01,6.82E-01,-4.11E-01,-6.36325,-5.14E-02,TSHZ2,teashirt zinc finger homeobox 2
219050_s_at,8.79E-01,6.83E-01,4.10E-01,-6.36336,7.15E-02,ZNHIT2,zinc finger HIT-type containing 2
212408_at,8.79E-01,6.83E-01,4.10E-01,-6.36341,5.88E-02,TOR1AIP1,torsin 1A interacting protein 1
219015_s_at,8.79E-01,6.83E-01,4.10E-01,-6.36342,5.84E-02,ALG13,"ALG13, UDP-N-acetylglucosaminyltransferase subunit"
217520_x_at,8.79E-01,6.83E-01,4.10E-01,-6.36344,8.57E-02,LOC101929232///PDCD6IPP2,uncharacterized LOC101929232///PDCD6IP pseudogene 2
209704_at,8.79E-01,6.83E-01,-4.10E-01,-6.36345,-6.26E-02,MTF2,metal response element binding transcription factor 2
204165_at,8.79E-01,6.83E-01,4.10E-01,-6.36346,6.29E-02,WASF1,WAS protein family member 1
206609_at,8.79E-01,6.83E-01,-4.10E-01,-6.36348,-1.08E-01,MAGEC1,MAGE family member C1
212480_at,8.79E-01,6.83E-01,-4.10E-01,-6.36352,-5.67E-02,SPECC1L,sperm antigen with calponin homology and coiled-coil domains 1 like
217156_at,8.79E-01,6.83E-01,4.10E-01,-6.36356,7.97E-02,HADHAP1,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit pseudogene 1"
222268_x_at,8.79E-01,6.83E-01,-4.10E-01,-6.36356,-1.02E-01,MUC5B,"mucin 5B, oligomeric mucus/gel-forming"
206308_at,8.79E-01,6.83E-01,4.10E-01,-6.36363,7.08E-02,TRDMT1,tRNA aspartic acid methyltransferase 1
212817_at,8.79E-01,6.83E-01,4.10E-01,-6.36369,5.35E-02,DNAJB5,DnaJ heat shock protein family (Hsp40) member B5
213073_at,8.79E-01,6.83E-01,-4.10E-01,-6.36371,-5.90E-02,ZFYVE26,zinc finger FYVE-type containing 26
211209_x_at,8.79E-01,6.83E-01,4.09E-01,-6.36379,8.26E-02,SH2D1A,SH2 domain containing 1A
213374_x_at,8.79E-01,6.83E-01,4.09E-01,-6.3638,6.75E-02,HIBCH,3-hydroxyisobutyryl-CoA hydrolase
206150_at,8.79E-01,6.84E-01,4.09E-01,-6.36385,7.60E-02,CD27,CD27 molecule
221718_s_at,8.79E-01,6.84E-01,4.09E-01,-6.36385,8.20E-02,AKAP13,A-kinase anchoring protein 13
208677_s_at,8.79E-01,6.84E-01,-4.09E-01,-6.36385,-8.63E-02,BSG,basigin (Ok blood group)
215822_x_at,8.79E-01,6.84E-01,-4.09E-01,-6.36387,-7.11E-02,MYT1,myelin transcription factor 1
207829_s_at,8.79E-01,6.84E-01,4.09E-01,-6.36387,4.71E-02,BNIP1,BCL2 interacting protein 1
214407_x_at,8.79E-01,6.84E-01,-4.09E-01,-6.36389,-8.48E-02,GYPB,glycophorin B (MNS blood group)
221964_at,8.79E-01,6.84E-01,4.09E-01,-6.36392,6.61E-02,TULP3,tubby like protein 3
40020_at,8.79E-01,6.84E-01,4.09E-01,-6.36396,7.05E-02,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3
214982_at,8.79E-01,6.84E-01,4.09E-01,-6.36401,9.08E-02,LOC101929240///SNRNP200,U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene///small nuclear ribonucleoprotein U5 subunit 200
217369_at,8.79E-01,6.84E-01,4.09E-01,-6.36402,8.93E-02,LOC101930405///IGHG1,uncharacterized LOC101930405///immunoglobulin heavy constant gamma 1 (G1m marker)
202533_s_at,8.79E-01,6.84E-01,-4.09E-01,-6.36403,-7.61E-02,DHFR,dihydrofolate reductase
212736_at,8.79E-01,6.84E-01,-4.09E-01,-6.36405,-6.56E-02,C16orf45,chromosome 16 open reading frame 45
220270_at,8.79E-01,6.84E-01,4.09E-01,-6.36405,7.08E-02,RNF17,ring finger protein 17
203695_s_at,8.79E-01,6.84E-01,4.09E-01,-6.36411,5.36E-02,DFNA5,"DFNA5, deafness associated tumor suppressor"
220897_at,8.79E-01,6.84E-01,-4.08E-01,-6.36413,-5.47E-02,,
205083_at,8.79E-01,6.84E-01,-4.08E-01,-6.36415,-5.92E-02,AOX1,aldehyde oxidase 1
201269_s_at,8.79E-01,6.84E-01,-4.08E-01,-6.36415,-6.88E-02,NUDCD3,NudC domain containing 3
210760_x_at,8.79E-01,6.84E-01,-4.08E-01,-6.36423,-9.03E-02,TRIP11,thyroid hormone receptor interactor 11
177_at,8.79E-01,6.84E-01,-4.08E-01,-6.36426,-6.31E-02,PLD1,phospholipase D1
211576_s_at,8.79E-01,6.84E-01,-4.08E-01,-6.36428,-6.74E-02,SLC19A1,solute carrier family 19 member 1
221680_s_at,8.79E-01,6.84E-01,-4.08E-01,-6.3643,-6.02E-02,ETV7,ETS variant 7
203734_at,8.79E-01,6.84E-01,-4.08E-01,-6.36433,-5.80E-02,FOXJ2,forkhead box J2
219461_at,8.79E-01,6.84E-01,4.08E-01,-6.36435,6.67E-02,PAK6,p21 (RAC1) activated kinase 6
213543_at,8.79E-01,6.85E-01,-4.08E-01,-6.36438,-8.36E-02,SGCD,sarcoglycan delta
215402_at,8.79E-01,6.85E-01,-4.08E-01,-6.36438,-9.56E-02,APPBP2,amyloid beta precursor protein binding protein 2
209428_s_at,8.79E-01,6.85E-01,4.08E-01,-6.36441,5.50E-02,ZFPL1,zinc finger protein like 1
208562_s_at,8.79E-01,6.85E-01,4.07E-01,-6.36454,8.86E-02,ABCC9,ATP binding cassette subfamily C member 9
206497_at,8.79E-01,6.85E-01,4.07E-01,-6.36462,9.95E-02,COA1,cytochrome c oxidase assembly factor 1 homolog
207269_at,8.79E-01,6.85E-01,4.07E-01,-6.36468,4.79E-02,DEFA4,defensin alpha 4
210440_s_at,8.79E-01,6.85E-01,-4.07E-01,-6.36469,-6.44E-02,CDC14A,cell division cycle 14A
210868_s_at,8.79E-01,6.85E-01,-4.07E-01,-6.36471,-1.10E-01,ELOVL6,ELOVL fatty acid elongase 6
221305_s_at,8.80E-01,6.85E-01,4.07E-01,-6.36475,6.24E-02,UGT1A3///UGT1A1///UGT1A9///UGT1A5///UGT1A8,UDP glucuronosyltransferase family 1 member A3///UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A5///UDP glucuronosyltransferase family 1 member A8
215569_at,8.80E-01,6.85E-01,4.07E-01,-6.36477,7.69E-02,GTF2IRD2B,GTF2I repeat domain containing 2B
220487_at,8.80E-01,6.85E-01,4.07E-01,-6.36481,7.67E-02,SNTG2,syntrophin gamma 2
219049_at,8.80E-01,6.85E-01,4.07E-01,-6.36481,8.00E-02,CSGALNACT1,chondroitin sulfate N-acetylgalactosaminyltransferase 1
204996_s_at,8.80E-01,6.85E-01,-4.07E-01,-6.36485,-7.32E-02,CDK5R1,cyclin dependent kinase 5 regulatory subunit 1
202512_s_at,8.80E-01,6.85E-01,4.07E-01,-6.36485,7.35E-02,ATG5,autophagy related 5
215391_at,8.80E-01,6.85E-01,4.07E-01,-6.36487,8.88E-02,MAP1A,microtubule associated protein 1A
202630_at,8.80E-01,6.86E-01,4.06E-01,-6.36493,7.48E-02,APPBP2,amyloid beta precursor protein binding protein 2
211175_at,8.80E-01,6.86E-01,4.06E-01,-6.36495,1.06E-01,GPR45,G protein-coupled receptor 45
219570_at,8.80E-01,6.86E-01,-4.06E-01,-6.36496,-5.78E-02,KIF16B,kinesin family member 16B
203258_at,8.80E-01,6.86E-01,-4.06E-01,-6.36498,-8.46E-02,DRAP1,DR1 associated protein 1
211442_x_at,8.80E-01,6.86E-01,-4.06E-01,-6.36517,-5.59E-02,CYP3A43,cytochrome P450 family 3 subfamily A member 43
210248_at,8.80E-01,6.86E-01,4.06E-01,-6.36518,5.25E-02,WNT7A,Wnt family member 7A
211454_x_at,8.80E-01,6.86E-01,-4.06E-01,-6.36523,-6.90E-02,FKSG49,FKSG49
212231_at,8.80E-01,6.86E-01,-4.06E-01,-6.36531,-9.54E-02,FBXO21,F-box protein 21
214163_at,8.80E-01,6.86E-01,4.06E-01,-6.36531,6.53E-02,HSPB11,heat shock protein family B (small) member 11
219677_at,8.80E-01,6.86E-01,-4.05E-01,-6.36532,-7.00E-02,SPSB1,splA/ryanodine receptor domain and SOCS box containing 1
221887_s_at,8.80E-01,6.86E-01,4.05E-01,-6.36533,7.05E-02,WHRN,whirlin
220512_at,8.80E-01,6.86E-01,-4.05E-01,-6.36535,-6.52E-02,DLC1,DLC1 Rho GTPase activating protein
219104_at,8.80E-01,6.86E-01,4.05E-01,-6.36544,9.27E-02,RNF141,ring finger protein 141
219244_s_at,8.80E-01,6.87E-01,-4.05E-01,-6.36553,-6.83E-02,MRPL46,mitochondrial ribosomal protein L46
210829_s_at,8.81E-01,6.87E-01,4.04E-01,-6.36578,6.22E-02,SSBP2,single stranded DNA binding protein 2
211688_x_at,8.81E-01,6.87E-01,4.04E-01,-6.36578,6.51E-02,KIR3DL2///KIR3DL1,"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2///killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1"
206789_s_at,8.81E-01,6.87E-01,-4.04E-01,-6.36581,-8.16E-02,POU2F1,POU class 2 homeobox 1
222271_at,8.81E-01,6.87E-01,4.04E-01,-6.36582,7.27E-02,,
216962_at,8.81E-01,6.87E-01,-4.04E-01,-6.36584,-9.41E-02,RPAIN,RPA interacting protein
215988_s_at,8.81E-01,6.87E-01,-4.04E-01,-6.36595,-7.56E-02,DLG1,discs large MAGUK scaffold protein 1
219268_at,8.81E-01,6.87E-01,4.04E-01,-6.366,4.78E-02,ETNK2,ethanolamine kinase 2
208114_s_at,8.81E-01,6.88E-01,4.04E-01,-6.36603,4.93E-02,ISG20L2,interferon stimulated exonuclease gene 20 like 2
206394_at,8.81E-01,6.88E-01,-4.04E-01,-6.36603,-9.79E-02,MYBPC2,"myosin binding protein C, fast type"
210922_at,8.81E-01,6.88E-01,4.03E-01,-6.36614,4.62E-02,,
221113_s_at,8.81E-01,6.88E-01,-4.03E-01,-6.36615,-5.54E-02,WNT16,Wnt family member 16
204576_s_at,8.81E-01,6.88E-01,4.03E-01,-6.36619,6.25E-02,CLUAP1,clusterin associated protein 1
207900_at,8.81E-01,6.88E-01,4.03E-01,-6.36625,9.39E-02,CCL17,C-C motif chemokine ligand 17
212085_at,8.81E-01,6.88E-01,4.03E-01,-6.36627,1.59E-01,SLC25A6,solute carrier family 25 member 6
217244_at,8.81E-01,6.88E-01,-4.03E-01,-6.36632,-6.73E-02,,
202517_at,8.82E-01,6.88E-01,4.03E-01,-6.36642,7.24E-02,CRMP1,collapsin response mediator protein 1
217839_at,8.82E-01,6.88E-01,4.03E-01,-6.36643,6.22E-02,TFG,TRK-fused gene
217015_at,8.82E-01,6.88E-01,-4.03E-01,-6.3665,-1.10E-01,,
205528_s_at,8.82E-01,6.88E-01,-4.02E-01,-6.36651,-6.81E-02,RUNX1T1,RUNX1 translocation partner 1
214286_at,8.82E-01,6.88E-01,4.02E-01,-6.36654,1.09E-01,GNAT1,G protein subunit alpha transducin 1
202492_at,8.82E-01,6.89E-01,-4.02E-01,-6.3667,-5.91E-02,ATG9A,autophagy related 9A
220732_at,8.82E-01,6.89E-01,4.02E-01,-6.36673,6.65E-02,PREX2,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"
213634_s_at,8.82E-01,6.89E-01,-4.02E-01,-6.36681,-6.57E-02,TRMU,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
216292_at,8.82E-01,6.89E-01,-4.02E-01,-6.36683,-6.14E-02,,
201117_s_at,8.82E-01,6.89E-01,4.02E-01,-6.36683,6.63E-02,CPE,carboxypeptidase E
206447_at,8.82E-01,6.89E-01,4.01E-01,-6.36693,7.59E-02,CELA2A///CELA2B,chymotrypsin like elastase family member 2A///chymotrypsin like elastase family member 2B
213692_s_at,8.82E-01,6.89E-01,4.01E-01,-6.36693,5.57E-02,VDR,"vitamin D (1,25- dihydroxyvitamin D3) receptor"
218820_at,8.82E-01,6.89E-01,4.01E-01,-6.36694,6.32E-02,C14orf132,chromosome 14 open reading frame 132
40093_at,8.82E-01,6.89E-01,4.01E-01,-6.36697,6.08E-02,BCAM,basal cell adhesion molecule (Lutheran blood group)
207442_at,8.82E-01,6.89E-01,-4.01E-01,-6.36698,-7.84E-02,CSF3,colony stimulating factor 3
211553_x_at,8.82E-01,6.89E-01,4.01E-01,-6.36704,6.78E-02,APAF1,apoptotic peptidase activating factor 1
217105_at,8.82E-01,6.89E-01,-4.01E-01,-6.36705,-7.44E-02,,
208730_x_at,8.82E-01,6.89E-01,-4.01E-01,-6.36705,-5.38E-02,RAB2A,"RAB2A, member RAS oncogene family"
210138_at,8.82E-01,6.89E-01,-4.01E-01,-6.36706,-8.36E-02,RGS20,regulator of G-protein signaling 20
214180_at,8.82E-01,6.90E-01,-4.01E-01,-6.36712,-5.06E-02,MAN1C1,mannosidase alpha class 1C member 1
212247_at,8.82E-01,6.90E-01,4.01E-01,-6.36714,6.79E-02,NUP205,nucleoporin 205
205411_at,8.82E-01,6.90E-01,-4.01E-01,-6.36716,-5.27E-02,STK4,serine/threonine kinase 4
221866_at,8.82E-01,6.90E-01,-4.01E-01,-6.36718,-5.58E-02,TFEB,transcription factor EB
212370_x_at,8.82E-01,6.90E-01,-4.01E-01,-6.36723,-4.95E-02,LOC101930591///FAM21A///FAM21C,uncharacterized LOC101930591///family with sequence similarity 21 member A///family with sequence similarity 21 member C
210273_at,8.82E-01,6.90E-01,-4.01E-01,-6.36726,-6.49E-02,PCDH7,protocadherin 7
213974_at,8.82E-01,6.90E-01,4.01E-01,-6.36729,6.85E-02,ADAMTSL3,ADAMTS like 3
217175_at,8.83E-01,6.90E-01,4.00E-01,-6.36738,9.38E-02,UGT2B15,UDP glucuronosyltransferase family 2 member B15
204336_s_at,8.83E-01,6.90E-01,4.00E-01,-6.36741,8.19E-02,RGS19,regulator of G-protein signaling 19
205652_s_at,8.83E-01,6.90E-01,4.00E-01,-6.36742,6.93E-02,TTLL1,tubulin tyrosine ligase like 1
209560_s_at,8.83E-01,6.90E-01,4.00E-01,-6.36746,9.78E-02,DLK1,delta like non-canonical Notch ligand 1
208065_at,8.83E-01,6.90E-01,4.00E-01,-6.36749,9.45E-02,ST8SIA3,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"
